"GEOID","Commercial","Downtown","Manufacturing","Office","OtherResidential","Planned Development","Recreation","Riverfront","SingleFamily","Urban Mixed"
"390610056001",0.0985212175306873,0,0.0988394299619549,0.0239313152816802,0.0128262934952929,0,0.0582871811473949,0,0.603739706271581,0
"390610056003",0.0135504372530192,0,0.0199987151126005,0,0.084744161572032,0,0.117728434450354,0,0.642250548772455,0
"390610056004",0.0216720810157695,0,0,0,0.0674944274458359,0,0.0211976111711462,0,0.889635880367248,0
"390610056005",0.00907694137391811,0,0,0.00573490906046938,0,0,0.030388833239763,0,0.954799316325849,0
"390610057011",0.0393545205201536,0,0,0,0.120923515293801,0,1.52639035941344e-05,0,0.832658663470879,0
"390610057012",0.132102517906706,0,0,0,0.00848196390060739,0,0,0,0.859415518192687,0
"390610057013",0.0706717790736468,0,0,0,0.0223732321259594,0,0.00189052121089142,0,0.904945616637964,0
"390610057021",0.0234678217668942,0,0,0,0.0296696200364221,0,0.0565203988982609,0,0.404945765656018,0
"390610057022",0.0865575194749422,0,0.0320241814824163,0,0.0914881928291848,0,0.0502255630234501,0,0.369169181852892,0
"390610057023",8.76822365811381e-08,0,0.0858474642196393,0,0.240188576598241,0,0,0,0.673963871499883,0
"390610057024",0.0540478232071837,0,0.123927554133854,0,0.417447872515522,0,0,0,0.389730324983521,0
"390610058001",0.0784951101077752,0,0,0,0.215888195793233,0,0.0161525336598375,0,0.674755062074561,0
"390610058002",0.110891356196013,0,0,0,0.245361418465206,0,0.149414071106856,0,0.494333154231924,0
"390610058003",0.00185326323550747,0,0,0,0.0108467855153815,0,0.191812640531024,0,0.414568077542146,0
"390610058004",0.0588689147087634,0,0,0,0.357356825634569,0,0.0395742219720333,0,0.544198586310125,0
"390610058005",0,0,0,0,0,0,0,0,0.977108306432126,0
"390610059001",0.0603313150408588,0,0.533844463507302,0.00721675606343829,0.13420881026243,0.00021809792382506,0,0,0.234715692810181,0
"390610060001",0.0277743446248788,0,0,0,0.310916534501742,0,0,0,0.658337309538565,0
"390610060002",0.518533902046649,0,0.0533930824563113,0.00333182416169508,0.0423453103665479,0,0,0,0.374747953312672,0
"390610060003",0.08354463491428,0,0,0,0.0572002575667871,0,0.0198692307777124,0,0.495835238541083,0
"390610060004",0,0,0,0,0.911573410239844,0,0,0,0,0
"390610060005",0.028577191499188,0,0,0,0.717641279664282,0,0.0439429424047406,0,0.180279846546393,0
"390610061001",0.129435839463746,0,0.441015186610186,0,0.0102463703851435,0.00317389485559164,0.103173883325076,0,0.295008413447839,0
"390610061002",0.0558407663672234,0,0.209119760873646,0,0,0,0,0,0.728536801699166,0
"390610063001",0.157327429982631,0,0.000224738405356036,0,0.123093800848838,0.271211631315584,0,0,0.418515709986984,0
"390610063003",0,0,0,0,0.0746524838857791,0,0,0,0.925322781172104,0
"390610063004",0.516748980779685,0,0,0,0.0291528951192857,0,0.0196286149623415,0,0.426540985588212,0
"390610063005",0.557049701674256,0,0,0,0.0125573867150534,0.430380445642006,0,0,1.24659686851635e-05,0
"390610064001",0.0140712772298329,0,0,0,0.051176373239684,0.0247671693341107,0,0,0.909985179236405,0
"390610064002",0.0447194282931199,0,0,0,0.324183971724465,0.000450296515517731,0,0,0.630646303466897,0
"390610064003",0.0678946030523586,0,0.590441679144606,0,0.151516552579925,0,0,0,0.190147164758982,0
"390610064004",0.00260836515950006,0,0.633125327174123,0,0.0989780075385751,6.93054799286573e-06,0,0,0.24170203952298,0
"390610065001",0.255619102610875,0,1.10739547423712e-05,0,0.0993071234389956,0,0.322142780428627,0,0.238433170423379,0
"390610065002",0,0,0,0,0.772643501732112,0,0.188418690053772,0,0.00452069964799256,0
"390610065003",0.0236890924270294,0,0,0.043348576977658,0.190638636277145,0,0.0701525885459048,0,0.672171101881399,0
"390610065004",0.0252397863086808,0,0.000200977651564436,0.0303842045982403,0.0702559424709474,0,0.253405654000476,0,0.595672789178957,0
"390610065005",0,0,0,0,0.0286726890458757,0,0.000590345256768339,0,0.970736965697356,0
"390610065006",0,0,0,0,0.0596252277032647,0,0,0,0.939716118393065,0
"390610066001",0.000101520781070797,0,0,0.0234244582244181,0.630437960718274,0,0.0938034289084263,0,0.252232628204946,0
"390610066002",0.0535561611908099,0,0.132723933138459,0,0.47825670126507,0,0.247971815760973,0,0.0874913886446889,0
"390610068001",0.00360346844074397,0,0,0,0.0966017868383156,0,0,0,0.898679471385735,0
"390610068002",0.19182642533772,0,0,0.0515417251567224,0.703709369569369,0,0.0529224799361875,0,0,0
"390610068003",0,0,0,4.63006451734927e-12,0.44017904610275,0,0.0221438578324949,0,0.537677096060125,0
"390610069001",0,0,0,0,0.329860890172814,0,0,0,0.670139085123616,0
"390610069002",0.0708834822678721,0,0,0,0.787330120801786,0.0499390549431244,0.0918392586313455,0,0,0
"390610069003",0.0103128554462337,0,0,0,0.218994638091295,0,0.542504050468637,0,0.228188450568367,0
"390610070001",0.0412915408855011,0,0.052772233116419,0,0.0598726742905293,0,0,0,0.839466657319852,0
"390610070002",0.0408120320334907,0,0,0,0.151076035963076,0,0,0,0.808111932003433,0
"390610070003",0.0269917464580107,0,0,0.220922704445912,0.370711190061837,0,0.00459454406729887,0,0.376779814966942,0
"390610071001",0.0454902953825062,0,0.175310249051777,0,0.039806884591573,0.0558819118089992,0.24476164911672,0,0.438749010048424,0
"390610071002",0.047514265993262,0,0,0,0.1179714010611,0,9.96010860797558e-12,0,0.834514332935678,0
"390610071003",0.0110485556109952,0,0,0,0.0813557019676207,0,0.0196506445521083,0,0.887945097869276,0
"390610072001",0.181862845766226,0,0,0,0.232625336229765,0,3.50387156901657e-05,0,0.585476775771353,0
"390610072002",0.102281891967776,0,0.0110652156314845,0.00922574478310489,0.424016792030395,0,0.0158573414046816,0,0.437553014182557,0
"390610073001",0.0226585306255574,0,0.0378172314943867,0.00144758782345725,0.0532379319444179,0.12076785115273,0.101329745327779,0,0.662741121631671,0
"390610073002",0.0407322492750204,0,0.191134257676512,0.00529585716930971,0.000424162556874803,5.29049688688029e-06,0.0186656819881658,0,0.74061075054802,0
"390610074001",0,0,0.485299042752146,0,0,0,1.70700570668597e-10,0,0.514700957077153,0
"390610074002",0.139222155737237,0,0.523269619299272,0.0316930778428168,0.000266629446482949,0.0985400168401376,0.00635607002543514,0,0.200652430808618,0
"390610074003",0.0263015164080666,0,0,0,0.0246098285859489,0,0.0222356835668984,0,0.926852971439086,0
"390610075001",0.00123386621146384,0,0.116583778969826,0,0.161398810123763,0.0846332179995032,0.124793743492896,0,0.511356583202549,0
"390610075002",0,0,0,8.92182372339261e-07,0.0742847290335318,0,0.442577049620997,0,0.483137329163099,0
"390610077001",0.0461820161280726,0,0.00228858900871112,0,0.507481450071868,0,0.0103222713639842,0,0.433725615939496,0
"390610077002",0.017254661112205,0,0.599564924443718,0,0.0427748463373242,0,0.0396097150604705,0,0.300795853046283,0
"390610078001",0.025981285614008,0,0,0.0435773831185149,0.0714341133796441,0.00828011597853492,0.0128223286868993,0,0.837904773222399,0
"390610078002",0.272758248734536,0,0.0472424060025818,0,0.0898611421522953,0,0.0296196147048523,0,0.560518588405735,0
"390610078003",0.122047979938224,0,0.523943540783777,0,0.00271311675158146,0,0.000749974276182699,0,0.350545388250235,0
"390610079001",0.0442603678546871,0,0,0,0.150977843098371,0.0511342697515296,0.000515828510706492,0,0.753111690784706,0
"390610079002",0.00926313909864768,0,0,0,0.128278333405989,0,0.00475236890902187,0,0.857706126571388,0
"390610080001",0.0127181729759041,0,0.257686671864315,0.0105995889549621,0.660284280044094,0.000192672552705489,0.0413899302204562,0,0.0171286833875629,0
"390610080002",0.00202929101296542,0,0.576320878669215,0.0192084107164412,0.0737922974451997,0.0276093564661248,0.0418078901058915,0,0.245985705208064,0
"390610081001",0.0269567677510674,0,0.338350032953738,0,0.0207999318921614,0,2.27466825468499e-06,0,0.586218949249454,0
"390610081002",0,0,0,0,0.19290034796417,0,0.235684557334038,0,0.571414854201266,0
"390610082011",0,0,0,0,0,0,0,0,0.997051725468548,0
"390610082012",0,0,0,0,0.115893952961588,0,0.0323891149955238,0,0.851716003095866,0
"390610082013",0,0,0,0,0.111246199861833,0,0,0,0.887444489438619,0
"390610082021",0,0,0,0,0.63085217817982,0,0,0,0.369140957194368,0
"390610082022",0,0,0,0,0.395178546039982,0,0.0637925879859914,0,0.541019459683436,0
"390610082023",0.00843952848922037,0,0,0,0.113378673928863,0.0925705406966855,0,0,0.785610861300034,0
"390610083001",0.0144837764246805,0,0,0.00234322374680482,0.529275363864929,0.00075441326135411,0,0,0.14083858066491,0
"390610083002",0.0195605944169954,0,0,0.00410744945450916,0.110830207947383,0,0,0,0.7458142309589,0
"390610083003",0.0363694995850917,0,0,0.00195698036956676,0.0224305916046939,0,0.000122074309099732,0,0.939120853545218,0
"390610084001",0.0173683031959857,0,0,0,0.194909642228725,0.0467343419484994,0.296959387970928,0,0.444028306776732,0
"390610085011",0.00398359888560959,0,0,0,0.00581433114500626,0,0.916285691188969,0,0.0730633750029681,0
"390610085012",0.0111724321179596,0,0,0,0.374967122798913,1.29055717401313e-06,0.448296821476291,0,0.165562332145045,0
"390610085013",0,0,0,0,0.0870211829880681,0,0.00726740609347006,0,0.905711410918462,0
"390610085021",0.0259211487097102,0,0,0,0.391380625024842,0,0.00197110353151736,0,0.580727121022374,0
"390610086011",0.0558953911694703,0,0.232039231417586,0,0,0,0.223572633520084,0,0.48849274389286,0
"390610086012",0.0633808446271735,0,0,0,0.127834782483768,0,0.0390705017655905,0,0.769713863459352,0
"390610086013",0.033584715078441,0,0,0,0.0163950081169152,0,0,0,0.950020276804644,0
"390610086014",0.02736936658282,0,0,0,0.952972899634383,0,0,0,0.0196577337827971,0
"390610088001",0.00740307301049317,0,0,0,0.225536630509226,0,0,0,0.767056149207497,0
"390610088002",0.0029029194248792,0,0,0,0.195234386784657,0,0,0,0.801862693790464,0
"390610092001",0.0245129373513315,0,0.394559961963785,0,0.432650531031395,0,0.0017686564526298,0,0.146507524830479,0
"390610092002",0.0104688317085926,0,0.0557823657794636,0,0.0398196348232146,0,0.119075475148974,0,0.774853692539756,0
"390610092003",0.0836718821576158,0,0,0,0.534373758253144,0,0,0,0.38195435958924,0
"390610093001",0,0,0.0245282818863284,0,0.436690402473809,0,0,0,0.538781315639863,0
"390610093002",0.32796291704543,0,0,0,0.486340281288761,0.0757709468382214,2.34672372816413e-05,0,0.10990110403195,0
"390610093003",0.237217684668446,0,0,0,0.138499194582118,0,0.249048269529063,0,0.37523361284865,0
"390610093004",0.000258119278211787,0,0,0,0.200837955625846,0,0.000215653304986646,0,0.798688271790955,0
"390610094001",0.180885806011048,0,0,0,0.0309560002872714,0,0.0142925978310959,0,0.773865595870584,0
"390610095001",0.101596994197856,0,0,0,0.329285974142045,0,0,0,0.569117031660098,0
"390610095002",0.252872488174611,0,0,0,0,0,0,0,0.747127511825389,0
"390610095003",0.131473929863679,0,0,0,0.063049614018448,0,0,0,0.805476456117873,0
"390610096001",0,0,0.00200209469378277,0,0.366201088512558,0.0294765232320036,0.138958951163303,0,0.463361341271761,0
"390610096002",0.00578601447893996,0,0,0,0.00286712286311146,0,0.0407725242664802,0,0.950574338391468,0
"390610096003",0.0100820292702735,0,0,0,0.340550838736506,0,0,0,0.64936713199322,0
"390610096004",0,0,0,0,0.287642543923016,0.0064711699623432,0.0368342380452363,0,0.669052048069405,0
"390610097001",0.0996597474319596,0,0,0,2.83245161375277e-05,0,0,0,0.900311928051903,0
"390610097002",0,0,0,0,0.178559603752699,0,0,0,0.566976511907002,0
"390610097003",0.00632756570805546,0,0,0.0050457335341574,0.0728243148272192,0,0,0,0.499770988494948,0
"390610097004",0.101603302804408,0,0,0.0176003491695659,0.289787922228573,0,0,0,0.591008425797453,0
"390610097005",0.172269756414232,0,0,0,0.0776030134512801,0,0.0645539657790017,0,0.685573264355486,0
"390610098001",0.0144016266759099,0,0,0,0.230088274903058,0,0.159791780650419,0,0.595718317770613,0
"390610099011",0.0161349955944682,0,0,0.00657430510398809,0.109756547454876,0.037840014013659,0.0459970183403679,0,0.783697119492641,0
"390610099012",0.0225486233920168,0,0,0.00194868475407028,0.0119357853859826,0,0.0434123873917988,0,0.898477246904487,0
"390610099013",0,0,0,0,0,0,0.0145220913945147,0,0.673442543565309,0
"390610099021",0.0101547900015241,0,0,0,0.0577808781701657,0,2.84330913147456e-07,0,0.881388364020419,0
"390610099022",0.0324176251221343,0,0,0.00401180800536659,0.116115380839858,0,0.038686715277608,0,0.808471589192854,0
"390610100021",0,0,0,0,0.503916614100906,0,0,0,0.496083385899093,0
"390610100022",0,0,0,0,0.183767932943217,0,0.167169378612788,0,0.649062688443995,0
"390610100023",0.0379002965073016,0,0,0,0.333898836993096,0,0.00173250425874942,0,0.626468362240853,0
"390610100024",0.00481049624116223,0,0,0.000177639431380416,0.196284056341885,0,0.0581002079933118,0,0.740627599647431,0
"390610100025",0,0,0,0.00423853452137717,0.270159625195887,0.0240279255374785,0.0950580698751625,0,0.606515844870094,0
"390610100031",0.0473074180159061,0,0,0,0.212037602991047,0,0,0,0.740654978993047,0
"390610100032",0.00490551804102727,0,0,0,0.191799078147743,0,0,0,0.80329540381123,0
"390610100033",0,0,0,0,0.0539121051253833,0,0,0,0.946087894874617,0
"390610100041",0.343390359091936,0,0,0.191004107850203,0.271592337844945,0,0,0,0.194013195212917,0
"390610100042",0.014019117416551,0,0,0.00116786969822288,0.546970241212045,0,0.357167792018635,0,0.0806749796545455,0
"390610100043",0,0,0,0,0.0204101646330077,0,0.039285385326356,0,0.940304450040636,0
"390610100051",0.0950759886743721,0,0,0,0.0360004400684898,0,0.124394042133751,0,0.744529529123387,0
"390610101001",0.00425136619153338,0,0,0.0127960516718489,0.0813708751071526,0,0.734562372629804,0,0.163153299792122,0
"390610101002",0,0,0,0,0.182804050536257,0,0.00296416367225073,0,0.814231617992357,0
"390610101003",0,0,0,0,0.218181140787678,0,0.0229991278059418,0,0.7453583096142,0
"390610102011",0.0866144126051184,0,0,0,0.120874823109462,0,0,0,0.767076372151106,0
"390610102012",0.0162651568656152,0,0,0,0.209282561142787,0,0,0,0.774386644955333,0
"390610102013",0.282070665062926,0,0,0.0378469503944085,0.0322297503753849,0,0,0,0.316570064052637,0
"390610102014",0.00486239397213146,0,0,0.00623271023041196,0.0497603911664752,0,0,0,0.939144504630981,0
"390610102015",0.097701200725622,0,0,0.0886219619578729,0.508359447540338,0,0,0,0.305317389776167,0
"390610102021",0,0,0,0,0.168274558527956,0,0.000186776599070229,0,0.831538033711939,0
"390610102022",0,0,0,0,0.071601522644691,0,0,0,0.928398475403134,0
"390610102023",0.00615911260514771,0,0,0.000168748289836872,0.127487190693322,0,0,0,0.866184948411693,0
"390610103001",0.154899047469583,0,0.00474390180336235,0,0.160444305761054,0,0.45406357242851,0.00115736243458467,0.224691810102906,0
"390610103002",0.0184337510437034,0,0.123011264138343,0.000120894553320897,0.0377308150129023,0,0.0482127240333162,0.332208604878828,0.402830740889177,0
"390610104001",0.0189864907673723,0,0.157449402815077,0.00157433740299114,0.0663634354566212,0,0.0364803616321697,0.604234438413447,0.109325010657976,0
"390610104002",0.00178615969864543,0,0,0.00661225340104324,0.424011112759407,0,0,1.65859510627992e-07,0.547079096841162,0
"390610105001",0.0639436869414945,0,0,0,0.0208612596331161,0,0.000608836934009272,5.98360307502022e-07,0.914553066435802,0
"390610105002",0.0380544122499808,0,0,0,0.0528894571686616,0,0,0.041942483289884,0.818260719890151,0
"390610106001",0.0137468409768119,0,0,0,0.0117740083555763,0,0.22551653327025,0.152893261328563,0.559113330715809,0
"390610107002",0.138019175111295,0,0,0,0,0,0,0,0.861789244030994,0
"390610108001",0.0209246311143514,0,0.511397249834841,0.00114212421192012,0.0977658358607718,0,0,0,0.159406852587792,0
"390610109001",0.0812189194612082,0,0,0.0391749094345454,0.239560133397317,0,0.126827327852259,0,0.51321870985467,0
"390610109002",0.417960430214508,0,0.0241787987669816,0.0157421894095674,0.073049263457252,0,2.24291438149454e-06,0,0.348662715119688,0
"390610110001",0.0627092738336173,0,0.0155465161986177,0,0.344443986568694,0,0,0,0.259352951646486,0
"390610110002",0.31618455681301,0,0.397926331037147,0.00590442812021705,0.0843365831052491,0,0,0,0.1956153399821,0
"390610111001",0,0,0,0,0,0,0.125836275363348,0,0.796740651747529,0
"390610208114",5.91440072315579e-06,0,0,0,0.20723191045294,0,0.0975896128030309,0,0.69440682019988,0
"390610263001",0.0598723713018352,0,0.808058918880659,0,0,0,0.0292491659665177,0.0967845629516177,0,0
"390610263002",0.0430313116522556,0,0.772438006836082,0,0.0783761970118701,0,0.0419954163888588,0.039897262881265,0.02424804491202,0
"390610264001",0.0843884609121918,0,4.83804408660306e-08,0,0.631144068667356,0,0.284467422040012,0,0,0
"390610264002",0.00653116695182153,0,0,0,0.590795022976422,0,0.00142482877710043,0,0.401248981294656,0
